period;archetype;card_name;card_identifier;total_count;max_count;deck_inclusion_count;average_count;average_count_overall;total_decks_in_archetype;percentage_in_archetype;set_code;set_number;rarity;type;image_url;is_ace_spec;meta;tournament_id;tournament_date;date;total_decks_in_archetype_in_period
2026-W22;Mega Greninja;Froakie;CRI 20;4;3;1;4,0;4,0;1;100,0;CRI;20;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_020_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Frogadier;CRI 21;2;2;1;2,0;2,0;1;100,0;CRI;21;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_021_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Mega Greninja ex;CRI 22;2;2;1;2,0;2,0;1;100,0;CRI;22;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_022_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Greninja ex;TWM 106;2;2;1;2,0;2,0;1;100,0;TWM;106;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_106_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Dreepy;TWM 128;3;3;1;3,0;3,0;1;100,0;TWM;128;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_128_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Drakloak;TWM 129;3;3;1;3,0;3,0;1;100,0;TWM;129;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_129_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Dragapult ex;TWM 130;1;1;1;1,0;1,0;1;100,0;TWM;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Fezandipiti ex;ASC 142;1;1;1;1,0;1,0;1;100,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Meowth ex;POR 62;1;1;1;1,0;1,0;1;100,0;POR;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Tatsugiri;TWM 131;1;1;1;1,0;1,0;1;100,0;TWM;131;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_131_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Shaymin;DRI 10;1;1;1;1,0;1,0;1;100,0;DRI;10;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Lillie's Determination;ASC 192;4;4;1;4,0;4,0;1;100,0;ASC;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Dawn;PFL 87;3;3;1;3,0;3,0;1;100,0;PFL;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Crispin;PRE 105;2;2;1;2,0;2,0;1;100,0;PRE;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Boss's Orders;ASC 183;2;2;1;2,0;2,0;1;100,0;ASC;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Surfer;ASC 200;1;1;1;1,0;1,0;1;100,0;ASC;200;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_200_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Buddy-Buddy Poffin;ASC 184;4;4;1;4,0;4,0;1;100,0;ASC;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Poké Pad;POR 81;4;4;1;4,0;4,0;1;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Rare Candy;MEG 125;3;3;1;3,0;3,0;1;100,0;MEG;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Special Red Card;CRI 82;2;2;1;2,0;2,0;1;100,0;CRI;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Ultra Ball;ASC 213;1;1;1;1,0;1,0;1;100,0;ASC;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Energy Retrieval;WHT 82;1;1;1;1,0;1,0;1;100,0;WHT;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_082_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Sparkling Crystal;PRE 129;1;1;1;1,0;1,0;1;100,0;PRE;129;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_129_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Air Balloon;ASC 181;1;1;1;1,0;1,0;1;100,0;ASC;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Lumiose City;POR 77;1;1;1;1,0;1,0;1;100,0;POR;77;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_077_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Water Energy;EVO 93;5;5;1;5,0;5,0;1;100,0;EVO;93;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_093_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Psychic Energy;EVO 95;2;2;1;2,0;2,0;1;100,0;EVO;95;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_095_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
2026-W22;Mega Greninja;Fire Energy;EVO 92;2;2;1;2,0;2,0;1;100,0;EVO;92;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_092_R_EN_LG.png;No;City League;568;6th June 2026;6th June 2026;1
