meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
City Leagues;Alakazam Dragapult;Rare Candy;MEG_125;8;4;2;2;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Tool Scrapper;ASC_212;1;1;1;2;50,0;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Neo Upper Energy;TEF_162;2;1;2;2;100,0;TEF;;162;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_162_R_EN_LG.png;Yes
City Leagues;Alakazam Dragapult;Telepath Psychic Energy;M3_79;8;4;2;2;100,0;M3;;79;Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_79_R_JP_LG.png;No
City Leagues;Alakazam Dragapult;Jamming Tower;TWM_153;2;2;1;2;50,0;TWM;;153;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Team Rocket's Watchtower;ASC_210;2;2;1;2;50,0;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Boss's Orders;ASC_183;6;3;2;2;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Dawn;PFL_87;8;4;2;2;100,0;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Hilda;WHT_84;8;4;2;2;100,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Lillie's Determination;ASC_192;2;1;2;2;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
City Leagues;Alakazam Dragapult;Morty's Conviction;TEF_155;1;1;1;2;50,0;TEF;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_155_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Shaymin;DRI_10;99;1;99;102;97,1;DRI;;10;Uncommon;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Shaymin;DRI_10;38;1;38;49;77,6;DRI;;10;Uncommon;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Budew;PRE_4;6;1;6;49;12,2;PRE;;4;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_004_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Budew;ASC_16;7;1;7;102;6,9;ASC;;16;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Psyduck;ASC_39;83;1;83;102;81,4;ASC;;39;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Psyduck;MEP_7;38;2;37;49;75,5;MEP;;7;;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEP/MEP_007_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Iron Bundle;PAR_56;6;1;6;49;12,2;PAR;;56;Uncommon;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_056_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Golduck;MEP_8;5;1;5;49;10,2;MEP;;8;;WStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEP/MEP_008_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Abra;MEG_54;408;4;102;102;100,0;MEG;;54;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_054_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Abra;MEG_54;196;4;49;49;100,0;MEG;;54;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_054_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Togepi;SSP_70;45;2;44;102;43,1;SSP;;70;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_070_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Lillie's Clefairy ex;JTG_56;22;1;22;102;21,6;JTG;;56;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Duskull;PRE_35;14;2;11;102;10,8;PRE;;35;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_035_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Togepi;OBF_83;4;1;4;49;8,2;OBF;;83;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_083_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Duskull;PRE_35;2;1;2;49;4,1;PRE;;35;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_035_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Elgyem;BLK_40;4;3;2;102;2,0;BLK;;40;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_040_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Elgyem;BLK_40;1;1;1;49;2,0;BLK;;40;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_040_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Mega Diancie ex;PFL_41;1;1;1;102;1,0;PFL;;41;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_041_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Alakazam;MEG_56;339;4;102;102;100,0;MEG;;56;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_056_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Alakazam;MEG_56;164;4;49;49;100,0;MEG;;56;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_056_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Kadabra;MEG_55;360;4;102;102;100,0;MEG;;55;Uncommon;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_055_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Kadabra;MEG_55;166;4;49;49;100,0;MEG;;55;Uncommon;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_055_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Togekiss;SSP_72;44;1;44;102;43,1;SSP;;72;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_072_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dusknoir;PRE_37;12;2;11;102;10,8;PRE;;37;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_037_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Togekiss;SSP_72;4;1;4;49;8,2;SSP;;72;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_072_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dusknoir;PRE_37;2;1;2;49;4,1;PRE;;37;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_037_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dusclops;PRE_36;2;1;2;102;2,0;PRE;;36;Common;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_036_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dusclops;PRE_36;1;1;1;49;2,0;PRE;;36;Common;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_036_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Beheeyem;TEF_74;2;2;1;102;1,0;TEF;;74;Uncommon;PStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_074_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Cornerstone Mask Ogerpon ex;TWM_112;1;1;1;102;1,0;TWM;;112;Double Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Fezandipiti ex;SFA_38;45;1;45;49;91,8;SFA;;38;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Fezandipiti ex;ASC_142;56;1;56;102;54,9;ASC;;142;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Kyurem;SFA_47;1;1;1;102;1,0;SFA;;47;Uncommon;NBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_047_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dunsparce;JTG_120;352;4;102;102;100,0;JTG;;120;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dunsparce;PAL_156;188;4;49;49;100,0;PAL;;156;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_156_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Fan Rotom;SCR_118;66;2;44;49;89,8;SCR;;118;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Fan Rotom;SCR_118;103;2;91;102;89,2;SCR;;118;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Bloodmoon Ursaluna ex;TWM_141;5;1;5;49;10,2;TWM;;141;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Hop's Cramorant;JTG_138;7;1;7;102;6,9;JTG;;138;Uncommon;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Buneary;PFL_83;6;1;6;102;5,9;PFL;;83;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_083_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Pidgey;MEW_16;2;1;2;49;4,1;MEW;;16;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_016_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dudunsparce;TEF_129;325;4;102;102;100,0;TEF;;129;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dudunsparce;TEF_129;184;4;49;49;100,0;TEF;;129;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Mega Lopunny ex;PFL_84;6;1;6;102;5,9;PFL;;84;Double Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_084_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Pidgeot ex;OBF_164;2;1;2;49;4,1;OBF;;164;Double Rare;CStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dudunsparce ex;JTG_121;1;1;1;49;2,0;JTG;;121;Double Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dudunsparce ex;JTG_121;1;1;1;102;1,0;JTG;;121;Double Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Psychic Energy;SVE_21;325;5;102;102;100,0;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Psychic Energy;SVE_21;188;5;49;49;100,0;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Fighting Energy;SVE_22;1;1;1;102;1,0;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Buddy-Buddy Poffin;PRE_101;404;4;102;102;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Buddy-Buddy Poffin;PRE_101;196;4;49;49;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Poké Pad;ASC_198;406;4;102;102;100,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Rare Candy;MEG_125;337;4;102;102;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Rare Candy;MEG_125;151;4;49;49;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Enhanced Hammer;TWM_148;82;3;48;49;98,0;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Wondrous Patch;PFL_94;188;3;97;102;95,1;PFL;;94;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_094_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Night Stretcher;SFA_61;84;3;46;49;93,9;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Night Stretcher;SFA_61;155;3;95;102;93,1;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Enhanced Hammer;TWM_148;138;3;91;102;89,2;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Nest Ball;SVI_181;71;3;41;49;83,7;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Sacred Ash;DRI_168;74;1;74;102;72,5;DRI;;168;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Wondrous Patch;PFL_94;67;3;32;49;65,3;PFL;;94;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_094_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Counter Catcher;PAR_160;31;2;30;49;61,2;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dusk Ball;SSP_175;25;3;15;49;30,6;SSP;;175;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_175_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Great Ball;SSH_164;41;4;14;49;28,6;SSH;;164;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_164_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Tool Scrapper;ASC_212;22;1;22;102;21,6;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Sacred Ash;DRI_168;8;1;8;49;16,3;DRI;;168;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Switch;MEG_130;11;1;11;102;10,8;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Pal Pad;SSH_172;5;1;5;49;10,2;SSH;;172;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_172_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Picnic Basket;SVI_184;6;2;5;49;10,2;SVI;;184;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_184_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Super Rod;PAL_188;3;1;3;49;6,1;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Earthen Vessel;PRE_106;2;1;2;49;4,1;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Ultra Ball;ASC_213;5;2;4;102;3,9;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dusk Ball;SSP_175;3;2;2;102;2,0;SSP;;175;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_175_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Max Rod;PRE_116;2;1;2;102;2,0;PRE;;116;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_116_R_EN_LG.png;Yes
SVI-PFL;Alakazam Dudunsparce;Poké Pad;ASC_198;2;2;1;49;2,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Switch;MEG_130;1;1;1;49;2,0;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Ultra Ball;ASC_213;1;1;1;49;2,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Meddling Memo;SSP_181;1;1;1;102;1,0;SSP;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_181_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Enriching Energy;SSP_191;99;1;99;102;97,1;SSP;;191;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png;Yes
SVI-PFL;Alakazam Dudunsparce;Enriching Energy;SSP_191;47;1;47;49;95,9;SSP;;191;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png;Yes
City Leagues;Alakazam Dudunsparce;Telepath Psychic Energy;M3_79;174;4;89;102;87,3;M3;;79;Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_79_R_JP_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Jet Energy;PAL_190;30;1;30;49;61,2;PAL;;190;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Legacy Energy;TWM_167;2;1;2;49;4,1;TWM;;167;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png;Yes
SVI-PFL;Alakazam Dudunsparce;Ignition Energy;WHT_86;1;1;1;49;2,0;WHT;;86;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_086_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Ignition Energy;WHT_86;1;1;1;102;1,0;WHT;;86;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_086_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Legacy Energy;TWM_167;1;1;1;102;1,0;TWM;;167;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png;Yes
City Leagues;Alakazam Dudunsparce;Battle Cage;PFL_85;343;4;102;102;100,0;PFL;;85;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_085_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Battle Cage;PFL_85;104;4;34;49;69,4;PFL;;85;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_085_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Artazon;PAL_171;55;3;33;49;67,3;PAL;;171;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Jamming Tower;TWM_153;9;1;9;102;8,8;TWM;;153;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Jamming Tower;TWM_153;3;1;3;49;6,1;TWM;;153;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Lively Stadium;SSP_180;2;1;2;49;4,1;SSP;;180;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_180_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Academy at Night;SFA_54;1;1;1;49;2,0;SFA;;54;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_054_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Gravity Mountain;SSP_177;1;1;1;102;1,0;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Nighttime Mine;ASC_197;1;1;1;102;1,0;ASC;;197;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_197_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Boss's Orders;ASC_183;303;4;102;102;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Boss's Orders;ASC_183;135;4;49;49;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Dawn;PFL_87;332;4;102;102;100,0;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Hilda;WHT_84;163;4;49;49;100,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Hilda;WHT_84;370;4;101;102;99,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Tulip;PAR_181;48;3;44;49;89,8;PAR;;181;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_181_R_EN_LG.png;No
City Leagues;Alakazam Dudunsparce;Lana's Aid;TWM_155;72;3;69;102;67,6;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png;No
SVI-PFL;Alakazam Dudunsparce;Dawn;PFL_87;108;4;33;49;67,3;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No
