archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;image_url
Charizard Noctowl;Maximum Belt;Maximum Belt TEF 154;1;1;1;51;2,0;TEF;;154;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_154_UR_EN_LG.png
Charizard Noctowl;Munkidori;Munkidori ASC 99;1;1;1;51;2,0;ASC;;99;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_99_R_EN_LG.png
Charizard Noctowl;Pecharunt ex;Pecharunt ex SFA 39;1;1;1;51;2,0;SFA;;39;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_39_D_EN_LG.png
Charizard Noctowl;Psychic Energy;Psychic Energy CRZ 156;1;1;1;51;2,0;CRZ;;156;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_156_UR_EN_LG.png
Charizard Pidgeot;Arven;Arven SVI 166;45;4;17;17;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Charizard Pidgeot;Boss's Orders;Boss's Orders MEG 114;43;3;17;17;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Charizard Pidgeot;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;67;4;17;17;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Charizard Pidgeot;Charizard ex;Charizard ex MEW 6;34;2;17;17;100,0;MEW;;6;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_6_D_EN_LG.png
Charizard Pidgeot;Charmander;Charmander ASC 20;52;4;17;17;100,0;ASC;;20;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_20_C_EN_LG.png
Charizard Pidgeot;Charmeleon;Charmeleon PFL 12;34;2;17;17;100,0;PFL;;12;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_12_C_EN_LG.png
Charizard Pidgeot;Counter Catcher;Counter Catcher PAR 160;24;2;17;17;100,0;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Charizard Pidgeot;Fezandipiti ex;Fezandipiti ex ASC 142;17;1;17;17;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Charizard Pidgeot;Fire Energy;Fire Energy CRZ 153;89;7;17;17;100,0;CRZ;;153;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_153_UR_EN_LG.png
Charizard Pidgeot;Iono;Iono PAF 80;34;2;17;17;100,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Charizard Pidgeot;Pidgeot ex;Pidgeot ex OBF 164;34;2;17;17;100,0;OBF;;164;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_D_EN_LG.png
Charizard Pidgeot;Pidgeotto;Pidgeotto MEW 17;21;2;17;17;100,0;MEW;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_17_C_EN_LG.png
Charizard Pidgeot;Pidgey;Pidgey MEW 16;34;2;17;17;100,0;MEW;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_16_C_EN_LG.png
Charizard Pidgeot;Rare Candy;Rare Candy MEG 125;47;4;17;17;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Charizard Pidgeot;Super Rod;Super Rod PAL 188;34;2;17;17;100,0;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Charizard Pidgeot;Tatsugiri;Tatsugiri SVI 62;17;1;17;17;100,0;SVI;;62;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_62_U_EN_LG.png
Charizard Pidgeot;Technical Machine: Evolution;Technical Machine: Evolution PAR 178;33;2;17;17;100,0;PAR;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_U_EN_LG.png
Charizard Pidgeot;Ultra Ball;Ultra Ball MEG 131;58;4;17;17;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Charizard Pidgeot;Lillie's Determination;Lillie's Determination MEG 119;59;4;16;17;94,1;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Charizard Pidgeot;Chi-Yu;Chi-Yu MEG 31;15;1;15;17;88,2;MEG;;31;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_31_U_EN_LG.png
Charizard Pidgeot;Jet Energy;Jet Energy PAL 190;24;2;15;17;88,2;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Charizard Pidgeot;Professor Turo's Scenario;Professor Turo's Scenario PAR 171;14;1;14;17;82,4;PAR;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_171_U_EN_LG.png
Charizard Pidgeot;Artazon;Artazon PAF 76;17;2;13;17;76,5;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Charizard Pidgeot;Briar;Briar SCR 132;11;1;11;17;64,7;SCR;;132;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_132_U_EN_LG.png
Charizard Pidgeot;Psyduck;Psyduck ASC 39;10;1;10;17;58,8;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Charizard Pidgeot;Defiance Band;Defiance Band SVI 169;9;1;9;17;52,9;SVI;;169;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_169_U_EN_LG.png
Charizard Pidgeot;Munkidori;Munkidori ASC 99;10;2;8;17;47,1;ASC;;99;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_99_R_EN_LG.png
Charizard Pidgeot;Dusclops;Dusclops SFA 19;7;1;7;17;41,2;SFA;;19;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_19_C_EN_LG.png
Charizard Pidgeot;Dusknoir;Dusknoir SFA 20;7;1;7;17;41,2;SFA;;20;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_20_R_EN_LG.png
Charizard Pidgeot;Duskull;Duskull BRS 60;14;2;7;17;41,2;BRS;;60;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_60_C_EN_LG.png
Charizard Pidgeot;Klefki;Klefki SSP 128;7;1;7;17;41,2;SSP;;128;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_128_C_EN_LG.png
Charizard Pidgeot;Mist Energy;Mist Energy TEF 161;7;1;7;17;41,2;TEF;;161;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_U_EN_LG.png
Charizard Pidgeot;Dawn;Dawn PFL 87;13;3;6;17;35,3;PFL;;87;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_87_U_EN_LG.png
Charizard Pidgeot;Mesagoza;Mesagoza SVI 178;6;1;6;17;35,3;SVI;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_178_U_EN_LG.png
Charizard Pidgeot;Moltres;Moltres MEW 146;6;1;6;17;35,3;MEW;;146;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_146_R_EN_LG.png
Charizard Pidgeot;Secret Box;Secret Box TWM 163;6;1;6;17;35,3;TWM;;163;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_UR_EN_LG.png
Charizard Pidgeot;Shaymin;Shaymin TEF 13;6;1;6;17;35,3;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Charizard Pidgeot;Unfair Stamp;Unfair Stamp TWM 165;6;1;6;17;35,3;TWM;;165;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_UR_EN_LG.png
Charizard Pidgeot;Battle Cage;Battle Cage PFL 85;10;2;5;17;29,4;PFL;;85;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_85_U_EN_LG.png
Charizard Pidgeot;Darkness Energy;Darkness Energy CRZ 158;6;2;5;17;29,4;CRZ;;158;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_158_UR_EN_LG.png
Charizard Pidgeot;Maximum Belt;Maximum Belt TEF 154;5;1;5;17;29,4;TEF;;154;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_154_UR_EN_LG.png
Charizard Pidgeot;Energy Search;Energy Search SVI 172;4;1;4;17;23,5;SVI;;172;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_172_C_EN_LG.png
Charizard Pidgeot;Luminous Energy;Luminous Energy PAL 191;7;3;4;17;23,5;PAL;;191;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_191_U_EN_LG.png
Charizard Pidgeot;Air Balloon;Air Balloon ASC 181;3;1;3;17;17,6;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Charizard Pidgeot;Town Store;Town Store OBF 196;2;1;2;17;11,8;OBF;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_C_EN_LG.png
Charizard Pidgeot;Dragapult ex;Dragapult ex ASC 160;1;1;1;17;5,9;ASC;;160;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_160_D_EN_LG.png
Charizard Pidgeot;Drakloak;Drakloak ASC 159;1;1;1;17;5,9;ASC;;159;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_159_C_EN_LG.png
Charizard Pidgeot;Dreepy;Dreepy ASC 158;2;2;1;17;5,9;ASC;;158;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_158_C_EN_LG.png
Charizard Pidgeot;Gouging Fire ex;Gouging Fire ex TEF 38;1;1;1;17;5,9;TEF;;38;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_38_D_EN_LG.png
Charizard Pidgeot;Hilda;Hilda WHT 84;1;1;1;17;5,9;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Charizard Pidgeot;Mega Charizard X ex;Mega Charizard X ex PFL 13;1;1;1;17;5,9;PFL;;13;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_13_D_EN_LG.png
Charizard Pidgeot;Night Stretcher;Night Stretcher ASC 196;1;1;1;17;5,9;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Charizard Pidgeot;Pal Pad;Pal Pad SVI 182;1;1;1;17;5,9;SVI;;182;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_C_EN_LG.png
Charizard Pidgeot;Toedscool;Toedscool SCR 17;1;1;1;17;5,9;SCR;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_17_C_EN_LG.png
Charizard Pidgeot;Toedscruel;Toedscruel SCR 18;1;1;1;17;5,9;SCR;;18;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_18_U_EN_LG.png
Charizard Pidgeot;Tool Scrapper;Tool Scrapper ASC 212;1;1;1;17;5,9;ASC;;212;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_C_EN_LG.png
Conkeldurr Twm;Ancient Booster Energy Capsule;Ancient Booster Energy Capsule TEF 140;3;3;1;1;100,0;TEF;;140;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_140_U_EN_LG.png
Conkeldurr Twm;Artazon;Artazon PAF 76;2;2;1;1;100,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Conkeldurr Twm;Arven;Arven SVI 166;2;2;1;1;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Conkeldurr Twm;Battle Cage;Battle Cage PFL 85;1;1;1;1;100,0;PFL;;85;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_85_U_EN_LG.png
Conkeldurr Twm;Binding Mochi;Binding Mochi SFA 55;2;2;1;1;100,0;SFA;;55;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_55_U_EN_LG.png
Conkeldurr Twm;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;1;1;1;1;100,0;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
Conkeldurr Twm;Boss's Orders;Boss's Orders MEG 114;2;2;1;1;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Conkeldurr Twm;Brute Bonnet;Brute Bonnet TWM 118;2;2;1;1;100,0;TWM;;118;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_118_U_EN_LG.png
Conkeldurr Twm;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;4;4;1;1;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Conkeldurr Twm;Colress's Tenacity;Colress's Tenacity SFA 57;3;3;1;1;100,0;SFA;;57;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_57_U_EN_LG.png
Conkeldurr Twm;Conkeldurr;Conkeldurr TWM 105;3;3;1;1;100,0;TWM;;105;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_105_U_EN_LG.png
Conkeldurr Twm;Dudunsparce;Dudunsparce PAL 157;3;3;1;1;100,0;PAL;;157;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_157_U_EN_LG.png
Conkeldurr Twm;Dunsparce;Dunsparce TEF 128;4;4;1;1;100,0;TEF;;128;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_128_C_EN_LG.png
Conkeldurr Twm;Enriching Energy;Enriching Energy SSP 191;1;1;1;1;100,0;SSP;;191;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_UR_EN_LG.png
Conkeldurr Twm;Fan Rotom;Fan Rotom ASC 171;2;2;1;1;100,0;ASC;;171;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_171_C_EN_LG.png
Conkeldurr Twm;Gravity Mountain;Gravity Mountain SSP 177;1;1;1;1;100,0;SSP;;177;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_U_EN_LG.png
Conkeldurr Twm;Gurdurr;Gurdurr BLK 48;1;1;1;1;100,0;BLK;;48;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_48_C_EN_LG.png
Conkeldurr Twm;Hilda;Hilda WHT 84;3;3;1;1;100,0;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Conkeldurr Twm;Jet Energy;Jet Energy PAL 190;3;3;1;1;100,0;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Conkeldurr Twm;Premium Power Pro;Premium Power Pro MEG 124;2;2;1;1;100,0;MEG;;124;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_124_U_EN_LG.png
Conkeldurr Twm;Rare Candy;Rare Candy MEG 125;4;4;1;1;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Conkeldurr Twm;Sacred Ash;Sacred Ash DRI 168;1;1;1;1;100,0;DRI;;168;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_U_EN_LG.png
Conkeldurr Twm;Shaymin;Shaymin TEF 13;1;1;1;1;100,0;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Conkeldurr Twm;Timburr;Timburr BLK 47;4;4;1;1;100,0;BLK;;47;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_47_C_EN_LG.png
Conkeldurr Twm;Town Store;Town Store OBF 196;1;1;1;1;100,0;OBF;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_C_EN_LG.png
Conkeldurr Twm;Ultra Ball;Ultra Ball MEG 131;4;4;1;1;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Crustle Dri;Artazon;Artazon PAF 76;4;2;2;2;100,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Crustle Dri;Arven;Arven SVI 166;6;3;2;2;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Crustle Dri;Boss's Orders;Boss's Orders MEG 114;8;4;2;2;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Crustle Dri;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;4;3;2;2;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Crustle Dri;Colress's Tenacity;Colress's Tenacity SFA 57;5;3;2;2;100,0;SFA;;57;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_57_U_EN_LG.png
Crustle Dri;Crustle;Crustle PAR 7;6;3;2;2;100,0;PAR;;7;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_7_C_EN_LG.png
Crustle Dri;Dwebble;Dwebble BLK 51;7;4;2;2;100,0;BLK;;51;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_51_C_EN_LG.png
Crustle Dri;Earthen Vessel;Earthen Vessel PAR 163;2;1;2;2;100,0;PAR;;163;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_U_EN_LG.png
Crustle Dri;Enhanced Hammer;Enhanced Hammer TWM 148;2;1;2;2;100,0;TWM;;148;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_U_EN_LG.png
Crustle Dri;Grass Energy;Grass Energy CRZ 152;9;5;2;2;100,0;CRZ;;152;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_152_UR_EN_LG.png
Crustle Dri;Jumbo Ice Cream;Jumbo Ice Cream PFL 91;6;4;2;2;100,0;PFL;;91;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_91_U_EN_LG.png
Crustle Dri;Lillie's Determination;Lillie's Determination MEG 119;7;4;2;2;100,0;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Crustle Dri;Luxurious Cape;Luxurious Cape PAR 166;5;3;2;2;100,0;PAR;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_166_U_EN_LG.png
Crustle Dri;Mist Energy;Mist Energy TEF 161;6;4;2;2;100,0;TEF;;161;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_U_EN_LG.png
Crustle Dri;Night Stretcher;Night Stretcher ASC 196;2;1;2;2;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Crustle Dri;Poké Vital A;Poké Vital A SFA 62;2;1;2;2;100,0;SFA;;62;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_62_UR_EN_LG.png
Crustle Dri;Pokégear 3.0;Pokégear 3.0 SVI 186;8;4;2;2;100,0;SVI;;186;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_C_EN_LG.png
Crustle Dri;Town Store;Town Store OBF 196;2;1;2;2;100,0;OBF;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_C_EN_LG.png
Crustle Dri;Ultra Ball;Ultra Ball MEG 131;2;1;2;2;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Crustle Dri;Air Balloon;Air Balloon ASC 181;1;1;1;2;50,0;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Crustle Dri;Cornerstone Mask Ogerpon ex;Cornerstone Mask Ogerpon ex TWM 112;1;1;1;2;50,0;TWM;;112;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_D_EN_LG.png
Crustle Dri;Counter Catcher;Counter Catcher PAR 160;1;1;1;2;50,0;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Crustle Dri;Crispin;Crispin SCR 133;3;3;1;2;50,0;SCR;;133;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_U_EN_LG.png
Crustle Dri;Darkness Energy;Darkness Energy CRZ 158;3;3;1;2;50,0;CRZ;;158;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_158_UR_EN_LG.png
Crustle Dri;Fighting Energy;Fighting Energy CRZ 157;2;2;1;2;50,0;CRZ;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_157_UR_EN_LG.png
Crustle Dri;Iono;Iono PAF 80;1;1;1;2;50,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Crustle Dri;Jet Energy;Jet Energy PAL 190;1;1;1;2;50,0;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Crustle Dri;Lana's Aid;Lana's Aid TWM 155;1;1;1;2;50,0;TWM;;155;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_U_EN_LG.png
Crustle Dri;Medical Energy;Medical Energy PAR 182;1;1;1;2;50,0;PAR;;182;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_182_U_EN_LG.png
Crustle Dri;Morty's Conviction;Morty's Conviction TEF 155;2;2;1;2;50,0;TEF;;155;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_155_U_EN_LG.png
Crustle Dri;Munkidori;Munkidori ASC 99;2;2;1;2;50,0;ASC;;99;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_99_R_EN_LG.png
Crustle Dri;Nest Ball;Nest Ball SVI 181;1;1;1;2;50,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Crustle Dri;Psyduck;Psyduck ASC 39;1;1;1;2;50,0;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Crustle Dri;Reversal Energy;Reversal Energy PAL 192;4;4;1;2;50,0;PAL;;192;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_192_U_EN_LG.png
Crustle Dri;Shuckle;Shuckle OBF 5;1;1;1;2;50,0;OBF;;5;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_5_C_EN_LG.png
Crustle Dri;Technical Machine: Turbo Energize;Technical Machine: Turbo Energize PAR 179;1;1;1;2;50,0;PAR;;179;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_U_EN_LG.png
Cynthia Garchomp Ex;Air Balloon;Air Balloon ASC 181;1;1;1;1;100,0;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Cynthia Garchomp Ex;Arven;Arven SVI 166;4;4;1;1;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Cynthia Garchomp Ex;Battle Cage;Battle Cage PFL 85;1;1;1;1;100,0;PFL;;85;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_85_U_EN_LG.png
Cynthia Garchomp Ex;Boss's Orders;Boss's Orders MEG 114;2;2;1;1;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
